home_team,away_team,home_score,away_score,tournament,difference
Ghana,Egypt,6,1,FIFA World Cup qualification,5
Greece,Liechtenstein,2,0,FIFA World Cup qualification,2
Hong Kong,United Arab Emirates,0,4,AFC Asian Cup qualification,4
Hungary,Andorra,2,0,FIFA World Cup qualification,2
Iraq,Saudi Arabia,0,2,AFC Asian Cup qualification,2
Republic of Ireland,Kazakhstan,3,1,FIFA World Cup qualification,2
South Korea,Mali,3,1,Friendly,2
Kyrgyzstan,Tajikistan,1,4,Friendly,3
Montenegro,Moldova,2,5,FIFA World Cup qualification,3
Philippines,Pakistan,3,1,Friendly,2
Portugal,Luxembourg,3,0,FIFA World Cup qualification,3
Romania,Estonia,2,0,FIFA World Cup qualification,2
San Marino,Ukraine,0,8,FIFA World Cup qualification,8
Scotland,Croatia,2,0,FIFA World Cup qualification,2
Serbia,North Macedonia,5,1,FIFA World Cup qualification,4
Spain,Georgia,2,0,FIFA World Cup qualification,2
Sweden,Germany,3,5,FIFA World Cup qualification,2
Turkey,Netherlands,0,2,FIFA World Cup qualification,2
Uzbekistan,Vietnam,3,1,AFC Asian Cup qualification,2
Indonesia,Kyrgyzstan,4,0,Friendly,4
Kuwait,Malaysia,3,0,Friendly,3
United Arab Emirates,Philippines,4,0,Friendly,4
Jordan,Uruguay,0,5,FIFA World Cup qualification,5
Mexico,New Zealand,5,1,FIFA World Cup qualification,4
Belgium,Colombia,0,2,Friendly,2
Bonaire,Suriname,0,2,ABCS Tournament,2
Curaçao,Aruba,2,0,ABCS Tournament,2
Egypt,Zambia,2,0,Friendly,2
Czech Republic,Canada,2,0,Friendly,2
England,Chile,0,2,Friendly,2
Greece,Romania,3,1,FIFA World Cup qualification,2
Republic of Ireland,Latvia,3,0,Friendly,3
Poland,Slovakia,0,2,Friendly,2
Eswatini,South Africa,0,3,Friendly,3
Syria,Singapore,4,0,AFC Asian Cup qualification,4
Thailand,Iran,0,3,AFC Asian Cup qualification,3
Ukraine,France,2,0,FIFA World Cup qualification,2
United Arab Emirates,Hong Kong,4,0,AFC Asian Cup qualification,4
Vietnam,Uzbekistan,0,3,AFC Asian Cup qualification,3
Yemen,Qatar,1,4,AFC Asian Cup qualification,3
Curaçao,Suriname,1,3,ABCS Tournament,2
Honduras,Brazil,0,5,Friendly,5
Nigeria,Ethiopia,2,0,FIFA World Cup qualification,2
Cameroon,Tunisia,4,1,FIFA World Cup qualification,3
Luxembourg,Montenegro,1,4,Friendly,3
Argentina,Bosnia and Herzegovina,2,0,Friendly,2
Bahrain,Yemen,2,0,AFC Asian Cup qualification,2
Cambodia,Guam,0,2,Friendly,2
Croatia,Iceland,2,0,FIFA World Cup qualification,2
France,Ukraine,3,0,FIFA World Cup qualification,3
Hong Kong,Uzbekistan,0,2,AFC Asian Cup qualification,2
India,Nepal,2,0,Friendly,2
Indonesia,Iraq,0,2,AFC Asian Cup qualification,2
Kuwait,Thailand,3,1,AFC Asian Cup qualification,2
Lebanon,Iran,1,4,AFC Asian Cup qualification,3
Liechtenstein,Estonia,0,3,Friendly,3
Trinidad and Tobago,Jamaica,2,0,Friendly,2
United Arab Emirates,Vietnam,5,0,AFC Asian Cup qualification,5
New Zealand,Mexico,2,4,FIFA World Cup qualification,2
Seychelles,Maldives,3,1,Friendly,2
Burundi,Somalia,2,0,CECAFA Cup,2
Sudan,Eritrea,3,0,CECAFA Cup,3
Ethiopia,Zanzibar,3,1,CECAFA Cup,2
Kenya,South Sudan,3,1,CECAFA Cup,2
Eritrea,Uganda,0,3,CECAFA Cup,3
Kenya,Zanzibar,2,0,CECAFA Cup,2
South Sudan,Ethiopia,0,2,CECAFA Cup,2
Somalia,Zambia,0,4,CECAFA Cup,4
Ethiopia,Sudan,0,2,CECAFA Cup,2
Kenya,Sudan,2,0,CECAFA Cup,2
Basque Country,Peru,6,0,Friendly,6
Lebanon,Kuwait,0,2,WAFF Championship,2
Catalonia,Cape Verde,4,1,Friendly,3
Qatar,Saudi Arabia,4,1,WAFF Championship,3
Qatar,Kuwait,3,0,WAFF Championship,3
Qatar,Jordan,2,0,WAFF Championship,2
Zimbabwe,Gabon,2,0,Friendly,2
South Africa,Mozambique,3,1,African Nations Championship,2
Libya,Ethiopia,2,0,African Nations Championship,2
Nigeria,Mozambique,4,2,African Nations Championship,2
Norway,Poland,0,3,Friendly,3
South Africa,Nigeria,1,3,African Nations Championship,2
Morocco,Uganda,3,1,African Nations Championship,2
Iceland,Sweden,0,2,Friendly,2
Chile,Costa Rica,4,0,Friendly,4
Mauritania,Gabon,2,4,African Nations Championship,2
Mexico,South Korea,4,0,Friendly,4
United States,South Korea,2,0,Friendly,2
Singapore,Jordan,1,3,AFC Asian Cup qualification,2
Lebanon,Pakistan,3,1,Friendly,2
Iraq,North Korea,2,0,Friendly,2
Gibraltar,Faroe Islands,1,4,Friendly,3
Albania,Malta,2,0,Friendly,2
Algeria,Slovenia,2,0,Friendly,2
Andorra,Moldova,0,3,Friendly,3
Bosnia and Herzegovina,Egypt,0,2,Friendly,2
Botswana,South Sudan,3,0,Friendly,3
France,Netherlands,2,0,Friendly,2
Georgia,Liechtenstein,2,0,Friendly,2
Gibraltar,Estonia,0,2,Friendly,2
Greece,South Korea,0,2,Friendly,2
Iraq,China PR,3,1,AFC Asian Cup qualification,2
Israel,Slovakia,1,3,Friendly,2
Japan,New Zealand,4,2,Friendly,2
Malawi,Zimbabwe,1,4,Friendly,3
Oman,Singapore,3,1,AFC Asian Cup qualification,2
Portugal,Cameroon,5,1,Friendly,4
Russia,Armenia,2,0,Friendly,2
South Africa,Brazil,0,5,Friendly,5
Saint Lucia,Jamaica,0,5,Friendly,5
Thailand,Lebanon,2,5,AFC Asian Cup qualification,3
Ukraine,United States,2,0,Friendly,2
Vietnam,Hong Kong,3,1,AFC Asian Cup qualification,2
Wales,Iceland,3,1,Friendly,2
Yemen,Nepal,2,0,Friendly,2
Aruba,Guam,2,0,Friendly,2
Mauritius,Mauritania,0,2,African Cup of Nations qualification,2
Tanzania,Burundi,0,3,Friendly,3
Dominica,Grenada,3,5,Windward Islands Tournament,2
Vatican City,Monaco,0,2,Friendly,2
Malawi,Chad,2,0,African Cup of Nations qualification,2
São Tomé and Príncipe,Benin,0,2,African Cup of Nations qualification,2
Turkmenistan,Laos,5,1,AFC Challenge Cup,4
Myanmar,Palestine,0,2,AFC Challenge Cup,2
Kosovo,Turkey,1,6,Friendly,5
Liechtenstein,Belarus,1,5,Friendly,4
Maldives,Kyrgyzstan,2,0,AFC Challenge Cup,2
Afghanistan,Turkmenistan,3,1,AFC Challenge Cup,2
Laos,Philippines,0,2,AFC Challenge Cup,2
Slovakia,Montenegro,2,0,Friendly,2
Moldova,Saudi Arabia,4,0,Friendly,4
Turkmenistan,Philippines,0,2,AFC Challenge Cup,2
Kosovo,Senegal,1,3,Friendly,2
Belgium,Luxembourg,5,1,Friendly,4
North Macedonia,Cameroon,0,2,Friendly,2
France,Norway,4,0,Friendly,4
Palestine,Afghanistan,2,0,AFC Challenge Cup,2
Angola,Morocco,2,0,Friendly,2
Georgia,Saudi Arabia,2,0,Friendly,2
England,Peru,3,0,Friendly,3
French Guiana,British Virgin Islands,6,0,CFU Caribbean Cup qualification,6
Spain,Bolivia,2,0,Friendly,2
Armenia,Algeria,1,3,Friendly,2
Chad,Malawi,3,1,African Cup of Nations qualification,2
Finland,Estonia,2,0,Baltic Cup,2
Guinea-Bissau,Central African Republic,3,1,African Cup of Nations qualification,2
Mexico,Ecuador,3,1,Friendly,2
Rwanda,Libya,3,0,African Cup of Nations qualification,3
Aruba,British Virgin Islands,7,0,CFU Caribbean Cup qualification,7
Benin,São Tomé and Príncipe,2,0,African Cup of Nations qualification,2
Congo,Namibia,3,0,African Cup of Nations qualification,3
Equatorial Guinea,Mauritania,3,0,African Cup of Nations qualification,3
Honduras,Israel,2,4,Friendly,2
Lesotho,Liberia,2,0,African Cup of Nations qualification,2
Sweden,Belgium,0,2,Friendly,2
Turks and Caicos Islands,French Guiana,0,6,CFU Caribbean Cup qualification,6
Darfur,Padania,0,20,CONIFA World Football Cup,20
Costa Rica,Japan,1,3,Friendly,2
Tamil Eelam,Arameans Suryoye,0,2,CONIFA World Football Cup,2
Darfur,South Ossetia,0,19,CONIFA World Football Cup,19
Ellan Vannin,County of Nice,4,2,CONIFA World Football Cup,2
Aruba,French Guiana,0,2,CFU Caribbean Cup qualification,2
Brazil,Panama,4,0,Friendly,4
British Virgin Islands,Turks and Caicos Islands,0,2,CFU Caribbean Cup qualification,2
Switzerland,Peru,2,0,Friendly,2
Tamil Eelam,Iraqi Kurdistan,0,9,CONIFA World Football Cup,9
South Ossetia,Padania,1,3,CONIFA World Football Cup,2
Argentina,Trinidad and Tobago,3,0,Friendly,3
Netherlands,Wales,2,0,Friendly,2
Sápmi,Tamil Eelam,4,2,CONIFA World Football Cup,2
Darfur,Artsakh,0,12,CONIFA World Football Cup,12
Colombia,Jordan,3,0,Friendly,3
Germany,Armenia,6,1,Friendly,5
Russia,Morocco,2,0,Friendly,2
County of Nice,South Ossetia,3,0,CONIFA World Football Cup,3
Arameans Suryoye,Ellan Vannin,1,4,CONIFA World Football Cup,3
Argentina,Slovenia,2,0,Friendly,2
El Salvador,Spain,0,2,Friendly,2
Hungary,Kazakhstan,3,0,Friendly,3
Sápmi,Artsakh,1,5,CONIFA World Football Cup,4
Tamil Eelam,Darfur,10,0,CONIFA World Football Cup,10
France,Jamaica,8,0,Friendly,8
Iran,Trinidad and Tobago,2,0,Friendly,2
San Marino,Albania,0,3,Friendly,3
South Ossetia,Arameans Suryoye,1,4,CONIFA World Football Cup,3
Ghana,South Korea,4,0,Friendly,4
Republic of Ireland,Portugal,1,5,Friendly,4
Brazil,Croatia,3,1,FIFA World Cup,2
Chile,Australia,3,1,FIFA World Cup,2
Spain,Netherlands,1,5,FIFA World Cup,4
Colombia,Greece,3,0,FIFA World Cup,3
Uruguay,Costa Rica,1,3,FIFA World Cup,2
France,Honduras,3,0,FIFA World Cup,3
Germany,Portugal,4,0,FIFA World Cup,4
Cameroon,Croatia,0,4,FIFA World Cup,4
China PR,North Macedonia,2,0,Friendly,2
Spain,Chile,0,2,FIFA World Cup,2
Switzerland,France,2,5,FIFA World Cup,3
Indonesia,Pakistan,4,0,Friendly,4
South Korea,Algeria,2,4,FIFA World Cup,2
Australia,Spain,0,3,FIFA World Cup,3
Brazil,Cameroon,4,1,FIFA World Cup,3
Croatia,Mexico,1,3,FIFA World Cup,2
Netherlands,Chile,2,0,FIFA World Cup,2
Japan,Colombia,1,4,FIFA World Cup,3
Bosnia and Herzegovina,Iran,3,1,FIFA World Cup,2
Honduras,Switzerland,0,3,FIFA World Cup,3
Indonesia,Nepal,2,0,Friendly,2
Colombia,Uruguay,2,0,FIFA World Cup,2
China PR,Mali,1,3,Friendly,2
France,Nigeria,2,0,FIFA World Cup,2
Vietnam,Myanmar,6,0,Friendly,6
Brazil,Germany,1,7,FIFA World Cup,6
Brazil,Netherlands,0,3,FIFA World Cup,3
Botswana,Lesotho,2,0,Friendly,2
Botswana,Guinea-Bissau,2,0,African Cup of Nations qualification,2
Sierra Leone,Seychelles,2,0,African Cup of Nations qualification,2
Uganda,Mauritania,2,0,African Cup of Nations qualification,2
Congo,Rwanda,2,0,African Cup of Nations qualification,2
Mongolia,Northern Mariana Islands,4,0,EAFF Championship,4
Guam,Mongolia,2,0,EAFF Championship,2
Guam,Northern Mariana Islands,5,0,EAFF Championship,5
Rwanda,Congo,2,0,African Cup of Nations qualification,2
Tajikistan,Malaysia,4,1,Friendly,3
Guatemala,Nicaragua,3,0,Friendly,3
British Virgin Islands,Saint Martin,2,4,Friendly,2
Panama,Cuba,4,0,Friendly,4
Saint Lucia,Martinique,0,2,Friendly,2
Seychelles,Sri Lanka,3,0,Friendly,3
El Salvador,Dominican Republic,2,0,Friendly,2
Zambia,Sudan,3,1,Friendly,2
Niger,Uganda,2,0,Friendly,2
Myanmar,Palestine,4,1,Friendly,3
Costa Rica,Nicaragua,3,0,UNCAF Cup,3
Germany,Argentina,2,4,Friendly,2
Republic of Ireland,Oman,2,0,Friendly,2
Latvia,Armenia,2,0,Friendly,2
Philippines,Taiwan,5,1,Friendly,4
Russia,Azerbaijan,4,0,Friendly,4
Belarus,Tajikistan,6,1,Friendly,5
Belgium,Australia,2,0,Friendly,2
Bosnia and Herzegovina,Liechtenstein,3,0,Friendly,3
China PR,Kuwait,3,1,Friendly,2
Croatia,Cyprus,2,0,Friendly,2
Iraq,Peru,0,2,Friendly,2
Italy,Netherlands,2,0,Friendly,2
Sweden,Estonia,2,0,Friendly,2
Uzbekistan,Jordan,2,0,Friendly,2
Japan,Uruguay,0,2,Kirin Challenge Cup,2
Kazakhstan,Kyrgyzstan,7,1,Friendly,6
South Korea,Venezuela,3,1,Friendly,2
Senegal,Egypt,2,0,African Cup of Nations qualification,2
Saint Kitts and Nevis,Dominica,5,0,CFU Caribbean Cup qualification,5
Saint Lucia,Guyana,2,0,CFU Caribbean Cup qualification,2
Saint Vincent and the Grenadines,Anguilla,4,0,CFU Caribbean Cup qualification,4
Sudan,South Africa,0,3,African Cup of Nations qualification,3
Burkina Faso,Lesotho,2,0,African Cup of Nations qualification,2
DR Congo,Cameroon,0,2,African Cup of Nations qualification,2
Niger,Cape Verde,1,3,African Cup of Nations qualification,2
Palestine,Taiwan,7,3,Friendly,4
Vietnam,Hong Kong,3,1,Friendly,2
Bonaire,Barbados,1,4,CFU Caribbean Cup qualification,3
Burundi,Tanzania,2,0,Friendly,2
Faroe Islands,Finland,1,3,UEFA Euro qualification,2
Gibraltar,Poland,0,7,UEFA Euro qualification,7
Mali,Malawi,2,0,African Cup of Nations qualification,2
Morocco,Libya,3,0,Friendly,3
Montenegro,Moldova,2,0,UEFA Euro qualification,2
Russia,Liechtenstein,4,0,UEFA Euro qualification,4
San Marino,Lithuania,0,2,UEFA Euro qualification,2
Spain,North Macedonia,5,1,UEFA Euro qualification,4
Switzerland,England,0,2,UEFA Euro qualification,2
Uzbekistan,New Zealand,3,1,Friendly,2
Croatia,Malta,2,0,UEFA Euro qualification,2
Iceland,Turkey,3,0,UEFA Euro qualification,3
Norway,Italy,0,2,UEFA Euro qualification,2
Qatar,Peru,0,2,Friendly,2
Angola,Burkina Faso,0,3,African Cup of Nations qualification,3
Botswana,Senegal,0,2,African Cup of Nations qualification,2
Cameroon,Ivory Coast,4,1,African Cup of Nations qualification,3
Congo,Sudan,2,0,African Cup of Nations qualification,2
DR Congo,Sierra Leone,2,0,African Cup of Nations qualification,2
Uganda,Guinea,2,0,African Cup of Nations qualification,2
Indonesia,Malaysia,2,0,Friendly,2
Malaysia,Cambodia,4,1,Friendly,3
Qatar,Uzbekistan,3,0,Friendly,3
Trinidad and Tobago,Dominican Republic,6,1,CFU Caribbean Cup qualification,5
Belarus,Ukraine,0,2,UEFA Euro qualification,2
England,San Marino,5,0,UEFA Euro qualification,5
Morocco,Central African Republic,4,0,Friendly,4
Qatar,Lebanon,5,0,Friendly,5
Belgium,Andorra,6,0,UEFA Euro qualification,6
Botswana,Egypt,0,2,African Cup of Nations qualification,2
China PR,Thailand,3,0,Friendly,3
South Korea,Paraguay,2,0,Friendly,2
Latvia,Iceland,0,3,UEFA Euro qualification,3
Malta,Norway,0,3,UEFA Euro qualification,3
Netherlands,Kazakhstan,3,1,UEFA Euro qualification,2
Trinidad and Tobago,Saint Lucia,2,0,CFU Caribbean Cup qualification,2
Argentina,Brazil,0,2,Superclásico de las Américas,2
Congo,South Africa,0,2,African Cup of Nations qualification,2
Ethiopia,Mali,0,2,African Cup of Nations qualification,2
Gabon,Burkina Faso,2,0,African Cup of Nations qualification,2
Republic of Ireland,Gibraltar,7,0,UEFA Euro qualification,7
Malawi,Algeria,0,2,African Cup of Nations qualification,2
Mozambique,Cape Verde,2,0,African Cup of Nations qualification,2
Northern Ireland,Faroe Islands,2,0,UEFA Euro qualification,2
Poland,Germany,2,0,UEFA Euro qualification,2
Barbados,French Guiana,0,2,CFU Caribbean Cup qualification,2
Belarus,Slovakia,1,3,UEFA Euro qualification,2
Timor-Leste,Brunei,4,2,AFF Championship,2
Lithuania,Slovenia,0,2,UEFA Euro qualification,2
Luxembourg,Spain,0,4,UEFA Euro qualification,4
Pakistan,Palestine,0,2,Friendly,2
Philippines,Papua New Guinea,5,0,Friendly,5
Sweden,Liechtenstein,2,0,UEFA Euro qualification,2
Tanzania,Benin,4,1,Friendly,3
Andorra,Israel,1,4,UEFA Euro qualification,3
Croatia,Azerbaijan,6,0,UEFA Euro qualification,6
Iceland,Netherlands,2,0,UEFA Euro qualification,2
Kazakhstan,Czech Republic,2,4,UEFA Euro qualification,2
Morocco,Kenya,3,0,Friendly,3
Oman,Uruguay,0,3,Friendly,3
Armenia,France,0,3,Friendly,3
Finland,Romania,0,2,UEFA Euro qualification,2
Gibraltar,Georgia,0,3,UEFA Euro qualification,3
Greece,Northern Ireland,0,2,UEFA Euro qualification,2
Hong Kong,Argentina,0,7,Friendly,7
Japan,Brazil,0,4,Friendly,4
South Korea,Costa Rica,1,3,Friendly,2
Laos,Brunei,4,2,AFF Championship,2
San Marino,Switzerland,0,4,UEFA Euro qualification,4
Serbia,Albania,0,3,UEFA Euro qualification,3
United Arab Emirates,Uzbekistan,0,4,Friendly,4
Algeria,Malawi,3,0,African Cup of Nations qualification,3
Angola,Lesotho,4,0,African Cup of Nations qualification,4
Cameroon,Sierra Leone,2,0,African Cup of Nations qualification,2
Egypt,Botswana,2,0,African Cup of Nations qualification,2
Ghana,Guinea,3,1,African Cup of Nations qualification,2
Nigeria,Sudan,3,1,African Cup of Nations qualification,2
Eswatini,Zimbabwe,0,2,Friendly,2
Zambia,Niger,3,0,African Cup of Nations qualification,3
Brunei,Myanmar,1,3,AFF Championship,2
Laos,Timor-Leste,2,0,AFF Championship,2
Philippines,Nepal,3,0,Friendly,3
Qatar,North Korea,3,1,Friendly,2
Saudi Arabia,Palestine,2,0,Friendly,2
Bahrain,Singapore,2,0,Friendly,2
Oman,Yemen,2,0,Friendly,2
Thailand,Philippines,3,0,Friendly,3
Uganda,Ethiopia,3,0,Friendly,3
Vietnam,Palestine,1,3,Friendly,2
Belgium,Iceland,3,1,Friendly,2
Turkey,Brazil,0,4,Friendly,4
Morocco,Benin,6,1,Friendly,5
Singapore,Laos,2,0,Friendly,2
Trinidad and Tobago,French Guiana,4,2,CFU Caribbean Cup,2
Georgia,Poland,0,4,UEFA Euro qualification,4
Germany,Gibraltar,4,0,UEFA Euro qualification,4
Ivory Coast,Sierra Leone,5,1,African Cup of Nations qualification,4
Japan,Honduras,6,0,Friendly,6
Martinique,Haiti,0,3,CFU Caribbean Cup,3
Philippines,Cambodia,3,0,Friendly,3
Romania,Northern Ireland,2,0,UEFA Euro qualification,2
Serbia,Denmark,1,3,UEFA Euro qualification,2
Algeria,Ethiopia,3,1,African Cup of Nations qualification,2
Cape Verde,Niger,3,1,African Cup of Nations qualification,2
Congo,Nigeria,0,2,African Cup of Nations qualification,2
England,Slovenia,3,1,UEFA Euro qualification,2
French Guiana,Curaçao,4,1,CFU Caribbean Cup,3
Indonesia,Syria,0,2,Friendly,2
Luxembourg,Ukraine,0,3,UEFA Euro qualification,3
North Macedonia,Slovakia,0,2,UEFA Euro qualification,2
Malawi,Mali,2,0,African Cup of Nations qualification,2
Spain,Belarus,3,0,UEFA Euro qualification,3
Switzerland,Lithuania,4,0,UEFA Euro qualification,4
Togo,Guinea,1,4,African Cup of Nations qualification,3
Antigua and Barbuda,Martinique,0,2,CFU Caribbean Cup,2
Cyprus,Andorra,5,0,UEFA Euro qualification,5
Guam,North Korea,1,5,EAFF Championship,4
Israel,Bosnia and Herzegovina,3,0,UEFA Euro qualification,3
Netherlands,Latvia,6,0,UEFA Euro qualification,6
Saudi Arabia,Bahrain,3,0,Gulf Cup,3
Turkey,Kazakhstan,3,1,UEFA Euro qualification,2
Vietnam,Malaysia,3,1,Friendly,2
Singapore,Cambodia,4,2,Friendly,2
Greece,Serbia,0,2,Friendly,2
Republic of Ireland,United States,4,1,Friendly,3
Nicaragua,El Salvador,0,2,Friendly,2
Romania,Denmark,2,0,Friendly,2
Scotland,England,1,3,Friendly,2
Thailand,New Zealand,2,0,Friendly,2
DR Congo,Sierra Leone,3,1,African Cup of Nations qualification,2
Gabon,Lesotho,4,2,African Cup of Nations qualification,2
Ghana,Togo,3,1,African Cup of Nations qualification,2
Guinea,Uganda,2,0,African Cup of Nations qualification,2
Mali,Algeria,2,0,African Cup of Nations qualification,2
Senegal,Botswana,3,0,African Cup of Nations qualification,3
Kuwait,Oman,0,5,Gulf Cup,5
United Arab Emirates,Iraq,2,0,Gulf Cup,2
Philippines,Laos,4,1,AFF Championship,3
Oman,Qatar,1,3,Gulf Cup,2
Philippines,Indonesia,4,0,AFF Championship,4
Vietnam,Laos,3,0,AFF Championship,3
Singapore,Myanmar,4,2,AFF Championship,2
Indonesia,Laos,5,1,AFF Championship,4
Vietnam,Philippines,3,1,AFF Championship,2
Singapore,Malaysia,1,3,AFF Championship,2
Thailand,Myanmar,2,0,AFF Championship,2
South Africa,Ivory Coast,2,0,Friendly,2
Thailand,Philippines,3,0,AFF Championship,3
Vietnam,Malaysia,2,4,AFF Championship,2
Thailand,Malaysia,2,0,AFF Championship,2
Qatar,Estonia,3,0,Friendly,3
Bahrain,Saudi Arabia,4,1,Friendly,3
South Korea,Saudi Arabia,2,0,Friendly,2
China PR,Oman,4,1,Friendly,3
Australia,Kuwait,4,1,AFC Asian Cup,3
Burkina Faso,Eswatini,5,1,Friendly,4
Iran,Bahrain,2,0,AFC Asian Cup,2
United Arab Emirates,Qatar,4,1,AFC Asian Cup,3
Japan,Palestine,4,0,AFC Asian Cup,4
Australia,Oman,4,0,AFC Asian Cup,4
Botswana,Burkina Faso,0,2,Friendly,2
Senegal,Guinea,5,2,Friendly,3
North Korea,Saudi Arabia,1,4,AFC Asian Cup,3
Mali,South Africa,0,3,Friendly,3
Sweden,Ivory Coast,2,0,Friendly,2
Palestine,Jordan,1,5,AFC Asian Cup,4
Burkina Faso,Gabon,0,2,African Cup of Nations,2
Yemen,Nigeria,0,2,Friendly,2
Uzbekistan,Saudi Arabia,3,1,AFC Asian Cup,2
Algeria,South Africa,3,1,African Cup of Nations,2
Iraq,Palestine,2,0,AFC Asian Cup,2
Japan,Jordan,2,0,AFC Asian Cup,2
Australia,China PR,2,0,AFC Asian Cup,2
South Korea,Uzbekistan,2,0,AFC Asian Cup,2
Equatorial Guinea,Gabon,2,0,African Cup of Nations,2
South Korea,Iraq,2,0,AFC Asian Cup,2
Australia,United Arab Emirates,2,0,AFC Asian Cup,2
Senegal,Algeria,0,2,African Cup of Nations,2
Suriname,Bonaire,3,0,ABCS Tournament,3
Congo,DR Congo,2,4,African Cup of Nations,2
Curaçao,Bonaire,4,1,ABCS Tournament,3
Ghana,Guinea,3,0,African Cup of Nations,3
Ivory Coast,Algeria,3,1,African Cup of Nations,2
DR Congo,Ivory Coast,1,3,African Cup of Nations,2
Equatorial Guinea,Ghana,0,3,African Cup of Nations,3
United States,Panama,2,0,Friendly,2
Antigua and Barbuda,United States Virgin Islands,2,0,Friendly,2
Bermuda,Grenada,2,0,Friendly,2
Cambodia,Macau,3,0,FIFA World Cup qualification,3
Timor-Leste,Mongolia,0,3,FIFA World Cup qualification,3
India,Nepal,2,0,FIFA World Cup qualification,2
Yemen,Pakistan,3,1,FIFA World Cup qualification,2
Brunei,Taiwan,0,2,FIFA World Cup qualification,2
Mongolia,Timor-Leste,3,0,FIFA World Cup qualification,3
Nicaragua,Anguilla,5,0,FIFA World Cup qualification,5
Saint Kitts and Nevis,Turks and Caicos Islands,6,2,FIFA World Cup qualification,4
Botswana,Lesotho,2,0,Friendly,2
Dominican Republic,Cuba,0,3,Friendly,3
French Guiana,Honduras,3,1,Gold Cup qualification,2
Georgia,Malta,2,0,Friendly,2
Eswatini,South Africa,1,3,Friendly,2
Bahamas,Bermuda,0,5,FIFA World Cup qualification,5
Bahrain,Colombia,0,6,Friendly,6
Chile,Iran,0,2,Friendly,2
Egypt,Equatorial Guinea,2,0,Friendly,2
France,Brazil,1,3,Friendly,2
Ivory Coast,Angola,2,0,Friendly,2
Maldives,Tajikistan,0,2,Friendly,2
Oman,Malaysia,6,0,Friendly,6
Thailand,Singapore,2,0,Friendly,2
United States Virgin Islands,Barbados,0,4,FIFA World Cup qualification,4
Turks and Caicos Islands,Saint Kitts and Nevis,2,6,FIFA World Cup qualification,4
England,Lithuania,4,0,UEFA Euro qualification,4
Japan,Tunisia,2,0,Kirin Challenge Cup,2
Liechtenstein,Austria,0,5,UEFA Euro qualification,5
Moldova,Sweden,0,2,UEFA Euro qualification,2
Slovakia,Luxembourg,3,0,UEFA Euro qualification,3
Slovenia,San Marino,6,0,UEFA Euro qualification,6
Switzerland,Estonia,3,0,UEFA Euro qualification,3
Argentina,El Salvador,2,0,Friendly,2
Andorra,Bosnia and Herzegovina,0,3,UEFA Euro qualification,3
